Traceback (most recent call last):
  File "/Users/dattakambagi/Desktop/App/server.py", line 142, in <module>
[24/Sep/2026 10:36:55] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:57] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:36:59] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:59] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:59] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:36:59] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:37] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:37] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:37] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:37] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:37] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:37:45] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:45] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:45] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 10:37:45] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:39:51] GET / HTTP/1.1 - 200
[24/Sep/2026 10:39:51] GET /flutter_bootstrap.js HTTP/1.1 - 200
[24/Sep/2026 10:39:51] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:39:51] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:39:51] GET /favicon.png HTTP/1.1 - 200
[24/Sep/2026 10:39:53] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:39:54] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:39:54] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:39:54] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 10:39:56] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:58] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:39:59] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:39:59] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:00] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:00] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:39] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:39] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:39] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:39] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:40:39] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:45] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:45] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:45] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 10:40:45] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:46:06] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:46:06] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:06] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:07] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:07] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:07] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:09] GET /assets/assets/images/explore/ibrahim_rouza_by_mashood.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:09] GET /assets/assets/images/explore/ibrahim_rouza_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:09] GET /assets/assets/images/monuments/ibrahim_rauza.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:09] GET /assets/assets/images/explore/02_Ibrahim_Rouza_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:46:17] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:05] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:05] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:05] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:06] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:06] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:06] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:07] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 10:47:07] GET / HTTP/1.1 - 200
[24/Sep/2026 10:47:07] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 10:47:07] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 10:48:17] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:48:17] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 10:48:17] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 10:48:17] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:17] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:24] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:48:24] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 10:48:24] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 10:48:24] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:24] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:28] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:28] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:28] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:48:28] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:53:57] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:53:57] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:53:57] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:25] GET /assets/assets/routes/two_day_plan_1/two_day_vijayapura_plan_i_route.png HTTP/1.1 - 200
[24/Sep/2026 10:54:27] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:27] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:27] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:27] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:27] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:54:31] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 10:54:32] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 10:54:33] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:54:34] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:56:11] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 10:56:11] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 10:56:11] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:00:41] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 11:00:41] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 11:00:41] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:00:41] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:25] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:25] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:25] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:25] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:26] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:26] GET /assets/assets/images/explore/jamiya_masjid_exterior_1.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:56] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:56] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:02:56] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 11:02:56] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:06] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:06] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:06] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:06] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 11:03:06] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:18] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:18] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 11:03:18] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 11:03:18] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:26] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 11:07:26] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:26] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:28] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:28] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:28] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:29] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:29] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:29] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:29] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:30] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:30] GET / HTTP/1.1 - 200
[24/Sep/2026 11:07:31] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 11:07:43] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 11:07:43] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:43] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 11:07:43] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:43] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:07:57] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 11:07:57] GET /assets/assets/images/explore/03_Shri_Narasimha_Temple_Toravi_Entrance.jpeg HTTP/1.1 - 200
[24/Sep/2026 11:08:00] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 11:08:00] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:08:00] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:08:00] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 11:08:21] GET /assets/assets/images/discover/smarnika.png HTTP/1.1 - 200
[24/Sep/2026 11:15:21] HEAD / HTTP/1.1 - 200
[24/Sep/2026 11:20:32] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:32] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 11:20:32] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/discover/smarnika.png HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/03_Shri_Narasimha_Temple_Toravi_Entrance.jpeg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 11:20:40] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 11:33:58] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 11:33:58] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 11:33:58] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 11:54:16] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 11:54:16] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 11:54:16] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:33:58] GET /assets/assets/images/discover/smarnika.png HTTP/1.1 - 200
[24/Sep/2026 12:34:13] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 12:34:13] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:13] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:38] GET /assets/assets/images/explore/sri_basaveshwara_temple_basavana_bagewadi.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:38] GET /assets/assets/images/explore/mulk_e_maidan_biggest_cannon.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:38] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:41] GET /assets/assets/images/explore/shivagiri.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:41] GET /assets/assets/images/explore/jamiya_masjid_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:41] GET /assets/assets/images/explore/asar_mahal_pic_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:43] GET /assets/assets/images/discover/smarnika.png HTTP/1.1 - 200
[24/Sep/2026 12:34:43] GET /assets/assets/images/explore/03_Shri_Narasimha_Temple_Toravi_Entrance.jpeg HTTP/1.1 - 200
[24/Sep/2026 12:34:43] GET /assets/assets/images/explore/jod_gumbaz.png HTTP/1.1 - 200
[24/Sep/2026 12:34:43] GET /assets/assets/images/explore/04_Sangeeth_Mahal_Toravi.png HTTP/1.1 - 200
[24/Sep/2026 12:34:46] GET /assets/assets/routes/two_day_plan_1/two_day_vijayapura_plan_i_route.png HTTP/1.1 - 200
[24/Sep/2026 12:34:46] GET /assets/assets/images/explore/gagan_mahal_photo_1.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:46] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:46] GET /assets/assets/images/explore/citadel_moat_water_trench.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:46] GET /assets/assets/images/explore/taj_bawdi.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:47] GET /assets/assets/routes/two_day_plan_2/two_day_vijayapura_plan_ii_route.png HTTP/1.1 - 200
[24/Sep/2026 12:34:47] GET /assets/assets/images/explore/upli_burj.jpg HTTP/1.1 - 200
[24/Sep/2026 12:34:48] GET /assets/assets/routes/three_day/three_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 12:48:13] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:13] GET /assets/assets/images/explore/golgumbaz_in_tri_color.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:13] GET /assets/assets/images/monuments/gol_gumbaz.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:13] GET /assets/assets/images/explore/01_Golgumbaz_Vijayapura.png HTTP/1.1 - 200
[24/Sep/2026 12:48:13] GET /assets/assets/images/explore/dsc_0997.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET / HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET /flutter_bootstrap.js HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET /manifest.json HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET /main.dart.js HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET /favicon.png HTTP/1.1 - 200
[24/Sep/2026 12:48:25] GET /icons/Icon-192.png HTTP/1.1 - 200
[24/Sep/2026 12:48:26] GET /assets/FontManifest.json HTTP/1.1 - 200
[24/Sep/2026 12:48:26] GET /assets/fonts/MaterialIcons-Regular.otf HTTP/1.1 - 200
[24/Sep/2026 12:48:26] GET /assets/packages/cupertino_icons/assets/CupertinoIcons.ttf HTTP/1.1 - 200
[24/Sep/2026 12:48:27] GET /assets/AssetManifest.bin.json HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/branding/vijayapura_tourism_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/branding/karnataka_tourism_logo.png HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/branding/bldeacet_logo.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/explore/golgumbaz_2_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/explore/ibrahim_rouza_1_by_ramesh_chavan.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/images/explore/barah_kaman.jpg HTTP/1.1 - 200
[24/Sep/2026 12:48:28] GET /assets/assets/routes/one_day/one_day_vijayapura_route.png HTTP/1.1 - 200
[24/Sep/2026 12:48:30] GET /assets/assets/images/explore/golgumbaz_3.jpg HTTP/1.1 - 200
